year,pct,crimsusp,datestop,timestop,recstat,inout,trhsloc,perobs,ser_num,perstop,typeofid,explnstp,arstmade,othpers,arstoffn,frisked,sumoffen,compyear,comppct,offunif,officrid,sumissue,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,sex,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,race,ac_stsnd,ac_other,sb_hdobj,sb_outln,city,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,forceuse,rf_vcact,rf_knowl,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,sb_admis,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypCM,lineCM,detailCM
2014,106,FELONY - CPW,1142014,100,1,I,P,1,297,2,P,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,A,N,N,N,N,QUEENS,N,106,106,N,N, , , ,N,N,12311900,26,5,7,220,BK,BR,H, ,L, , ,BAR,125-0,LIBERTY AVENUE,126 STREET,125 STREET, ,N, , ,106,G, ,19,1034388,190040,CM,1,85
2014,50,FELONY,1142014,105,A,O,P,1,21,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Q,Y,N,N,N,BRONX,N,50,50,N,N,V,S, ,N,N,12311900,41,5,11,170,BK,BR,M, ,L, , ,STREET, , ,BROADWAY,WEST 234 STREET, ,N, , ,50,F, , ,1011122,260515,CM,1,46
2014,113,MISDEMEANOR,1142014,130,A,O,P,2,77,1,P,Y,Y,N,GRAFFITI,Y, ,0,0,Y, ,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Q,N,N,N,N,QUEENS,N,113,113,N,N, , , ,N,N,12311900,41,5,8,170,BR,BR,M, ,L, , ,HIGHWAY, , ,NORTH CONDUIT AVENUE,150 STREET, ,N, , ,113,A, , ,1042672,182295,CM,1,59
2014,120,CPW,1142014,145,A,O,P,2,61,10,V,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,B,N,N,N,N,STATEN ISLAND,N,120,120,N,Y, , , ,N,N,12311900,33,6,0,220,BK,BR,M, ,L, , ,PUBLIC SIDEWALK,1149,CASTLETON AVENUE,BARKER STREET,ALASKA STREET, ,N, , ,120,M, ,11,950741,170378,CM,1,20
2014,113,FELONY,1142014,203,A,O,P,1,43,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,Z,N,Y,N,N,QUEENS,N,171,171,N,N, , , ,N,N,12311900,63,5,9,170,BR,BR,T, ,L, , ,RESIDENTIAL, , ,115 AVENUE,MERRICK BOULEVARD, ,N, , ,113,I, , ,1045845,190710,CM,1,45
2014,104,GRAND LARCENY AUTO,1142014,209,A,O,P,3,17,20,V,Y,Y,N,UNAUTH USE OF MV,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,Q,N,N,N,N,QUEENS,N,104,104,N,N, , , ,N,Y,12311900,33,5,9,170,BK,BR,T, ,L, , ,PUBLIC SIDEWALK, , ,BLEECKER STREET,FOREST AVENUE, ,N, , ,104,F, , ,1010562,198238,CM,1,46
2014,109,BURG,1142014,209,A,I,P,1,36,10,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,W,N,N,N,N,QUEENS,N,109,109,N,N, , , ,N,N,12311900,24,5,6,170,BR,GR,H, ,L, , ,HALLWAY,25-40,UNION STREET,28 AVENUE,25 ROAD, ,N, , ,109,N, ,19,1032387,221580,CM,1,14
2014,34,FEL,1142014,215,A,O,P,2,4,2,P,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,P,N,N,N,N,MANHATTAN,N,34,34,N,N, , , ,N,N,12311900,23,5,9,140,BK,BR,M, ,L, , ,SIDEWALK,1597,SAINT NICHOLAS AVEN,WEST 190 STREET,WEST 189 STREET, ,N, , ,34,A,6,13,1003682,250700,CM,1,85
2014,34,FEL,1142014,215,A,O,P,2,2,2,P,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,Q,N,N,N,N,MANHATTAN,N,34,34,N,N, , , ,N,N,12311900,23,5,7,140,BK,BR,T, ,L, , ,SIDEWALK,1597,SAINT NICHOLAS AVEN,WEST 190 STREET,WEST 189 STREET, ,N, , ,34,A,6,13,1003682,250700,CM,1,85
2014,62,BURGLARY,1142014,240,1,O,P,5,21,10,V,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,M,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Q,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,25,5,10,150,BR,BR,T, ,L, , ,STREET,1589,WEST 8 STREET,AVENUE P,AVENUE O, ,N, , ,62,A, , ,989325,160946,CM,1,14
2014,62,BURGLARY,1142014,240,1,O,P,5,23,10,P,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,M,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,W,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,23,5,8,215,BR,BR,H, ,L, , ,STREET,1589,WEST 8 STREET,AVENUE P,AVENUE O, ,N, , ,62,A, , ,989325,160946,CM,1,14
2014,62,BURGLARY,1142014,240,1,O,P,5,22,10,P,Y,N,Y, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,M,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,W,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,21,6,0,202,BR,BR,M, ,L, , ,STREET,1589,WEST 8 STREET,AVENUE P,AVENUE O, ,N, , ,62,A, , ,989325,160946,CM,1,14
2014,115,GRAND LARCENY,1142014,355,A,O,P,5,14,10,P,Y,Y,N,GRAND LARCENY,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,Q,N,N,N,N,QUEENS,N,169,169,Y,N, , , ,N,N,12311900,20,5,4,130,BK,BK,T,SCAR ON LEFT CHEC,L, , ,PUBLIC SIDEWALK, , ,ROOSEVELT AVENUE,75 STREET, ,N, , ,115,F, , ,1014591,211427,CM,1,45
2014,101,UNAUTHORIZED USE OF VEHICLE,1142014,400,1,I,P,1,64,5,P,Y,Y,N,165.05,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,Q,N,N,N,N,QUEENS,N,101,101,N,N, , , ,N,N,12311900,36,5,6,170,BR,BR,M, ,L, , ,STREET, , ,MOTT AVENUE,BEACH 22 STREET, ,N, , ,101,D, , ,1052559,159711,CM,1,100
2014,100,ROBBERY,1142014,454,1,O,T,3,5,6,V,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,N,N,QUEENS,N,867,867,N,N, , , ,N,N,12311900,24,5,10,205,BK,BK,M, ,L, , ,BEACH 98 STATION, , ,BEACH 98 STREET,ROCKAWAY FREEWAY, ,N, , ,100,C,13, ,1034198,152647,CM,1,85
2014,108,ROBBERY,1142014,510,1,O,P,1,2,10,P,Y,Y,N,DISCON,Y, ,0,0,Y, ,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,M,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Q,N,N,N,N,QUEENS,Y,108,108,Y,N, , , ,N,N,12311900,21,5,6,140,BK,BR,T, ,L, , ,STREET, , ,ROOSEVELT AVENUE,68 STREET, ,N, , ,108,K, , ,1012728,211168,CM,1,85
2014,5,PETIT LARCENY,1142014,600,1,I,P,1,8,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,Q,N,N,N,N,MANHATTAN,N,5,5,N,N, , , ,N,N,12311900,27,6,0,200,BR,BR,M, ,L, , ,GAS STATION,300,LAFAYETTE STREET,EAST HOUSTON STREET,JERSEY STREET, ,N, , ,5,E, ,47,985459,203312,CM,1,68
2014,6,ROBBERY,1142014,610,A,O,P,1,3,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,M,N,N,Y,N,N,N,N,N,N,N,N,Y,N,B,N,N,N,N,MANHATTAN,N,6,6,N,N, , , ,N,N,12311900,18,6,1,180,BK,BR,T,N/A,L, , ,STREET, , ,WEST 3 STREET,AVENUE OF THE AMERICAS, ,N, , ,6,A, , ,983859,205623,CM,1,85
2014,32,CPW,1142014,620,1,I,H,3,8,5,V,Y,Y,N,CPCS,Y, ,0,0,Y, ,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,N,N,N,N,Y,N,Y,N,N,N,N,N,N,B,N,N,N,N,MANHATTAN,Y,806,806,Y,N, , , ,N,N,12311900,31,5,4,150,BR,BR,T, ,L, , ,STAIRCASE,2949,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET, ,N, , ,32,P,15, ,1001733,241593,CM,1,20
2014,32,CPW,1142014,620,1,I,H,3,7,5,P,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,M,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,P,N,N,N,N,MANHATTAN,N,806,806,Y,Y, , , ,N,N,12311900,54,5,8,170,BK,BK,M, ,L, , ,STAIRCASE,2949,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET, ,N, , ,32,P,15, ,1001733,241593,CM,1,20
2014,114,CSCS,1142014,925,1,O,H,5,35,5,P,Y,Y,N,221.4,N, ,0,0,Y, ,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,B,N,N,N,N,QUEENS,Y,809,809,N,N, , , ,N,N,12311900,20,5,3,170,BK,BR,M, ,L, , ,STREET,41-04,10 STREET,QUEENS BRIDGE PARK,41 AVENUE, ,N, , ,114,M, , ,999247,214512,CM,1,28
2014,67,FEL,1142014,936,1,O,P,1,111,5,P,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,F,N,N,N,N,N,N,N,N,N,N,Y,Y,N,B,N,N,N,N,BROOKLYN,N,67,164,Y,N, , , ,N,N,12311900,38,6,0,200,BK,BR,M, ,L, , ,STREET,270,CLARKSON AVENUE,NOSTRAND AVENUE,ROGERS AVENUE, ,N, , ,67,A, , ,997828,178044,CM,1,20
2014,14,CPW,1142014,1000,1,I,T,5,19,5,P,Y,N,N, ,Y, ,0,0,N, ,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,B,N,N,N,Y,MANHATTAN,N,863,863,N,Y, ,S,OR,N,N,12311900,24,6,2,160,BK,BR,T, ,L, , ,SOUTHBOUND PLATFORM, , ,LEXINGTON AVENUE,EAST 42 STREET, ,N, , ,14,B,10, ,990886,213048,CM,1,20
2014,18,FEL,1142014,1005,1,I,P,1,28,10,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,M,N,N,N,N,N,N,N,N,N,N,N,Y,N,Q,N,N,N,N,MANHATTAN,N,18,18,N,N, , , ,N,N,12311900,28,5,6,130,BR,BL,T, ,L, , ,HOTEL,1335,AVENUE OF THE AMERI,WEST 54 STREET,WEST 53 STREET, ,N, , ,18,E, ,50,990139,216974,CM,1,14
2014,105,FELONY,1142014,1020,1,O,P,1,70,3,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,Y,N,N,I,N,N,N,N,QUEENS,N,105,105,N,N,V,S, ,N,N,12311900,29,6,1,190,BK,BR,M, ,L, , ,CAR, , ,251 STREET,82 AVENUE, ,N, , ,105,M,30, ,1062405,208794,CM,1,85
2014,114,CRIMINAL TRESPASS,1142014,1030,1,O,H,5,34,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,M,N,N,N,N,Y,N,Y,N,N,N,N,N,N,B,N,Y,N,N,QUEENS,N,809,809,N,N, , , ,N,N,12311900,45,5,11,170,BK,BR,M, ,L, , ,STREET, , ,12 STREET,41 AVENUE, ,N, , ,114,M, , ,999760,214279,CM,1,31
2014,41,TRESPASS,1142014,1116,A,I,P,1,45,20,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,F,N,N,N,N,Y,N,N,N,N,N,N,Y,N,B,N,N,N,N,BRONX,N,41,41,N,N, , , ,N,N,12311900,17,5,3,140,BR,BR,T, ,L, , , ,920,PROSPECT AVENUE,EAST 163 STREET,EAST 162 STREET, ,N, , ,41,I,9,7,1011721,238680,CM,1,31
2014,41,TRESPASS,1142014,1116,A,I,P,1,44,20,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,Y,N,N,N,N,N,N,Y,N,B,N,N,N,N,BRONX,N,41,41,N,N, , , ,N,N,12311900,18,5,10,160,BK,BR,T, ,L, , ,LOBBY,920,PROSPECT AVENUE,EAST 163 STREET,EAST 162 STREET, ,N, , ,41,I,9,7,1011721,238680,CM,1,31
2014,41,TRESSPASS,1142014,1116,A,I,P,1,43,20,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,Y,N,N,N,N,N,N,Y,N,B,N,N,N,N,BRONX,N,41,41,N,N, , , ,N,N,12311900,19,6,1,170,BK,BR,T, ,L, , ,BUILDING,920,PROSPECT AVENUE,EAST 163 STREET,EAST 162 STREET, ,N, , ,41,I,9,7,1011721,238680,CM,1,31
2014,79,BURGLARY,1142014,1140,A,O,P,2,49,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,B,N,N,N,N,BROOKLYN,N,187,187,N,N,V,S, ,N,N,12311900,55,6,2,250,BK,BR,H, ,L, , ,PUBLIC, , ,PUTNAM AVENUE,CLASSON AVENUE, ,N, , ,79,M,1, ,995666,188121,CM,1,14
2014,62,BURGLARY,1142014,1145,1,O,P,5,62,7,V,Y,N,Y, ,N,DISCON,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,P,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,31,5,4,140,BR,BR,M, ,L, , ,RESIDENTIAL,6420,15 AVENUE,65 STREET,64 STREET, ,N, , ,62,H, , ,985169,166526,CM,1,14
2014,62,BURGLARY,1142014,1145,1,O,P,5,61,7,V,Y,N,Y, ,N,DISCON,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,P,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,33,5,5,170,BK,BR,M, ,L, , ,RESIDENTIAL,6420,15 AVENUE,65 STREET,64 STREET, ,N, , ,62,H, , ,985169,166526,CM,1,14
2014,62,BURGLARY,1142014,1145,1,O,P,5,63,7,P,Y,N,Y, ,N,DISCON,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,P,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,39,5,6,180,BK,BR,H, ,L, , ,RESIDENTIAL,6420,15 AVENUE,65 STREET,64 STREET, ,N, , ,62,H, , ,985169,166526,CM,1,14
2014,62,BURGLARY,1142014,1145,1,O,P,2,25,6,V,Y,N,Y, ,N,240.2,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Q,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,40,5,6,160,BK,BR,M, ,L, , ,PVT HOUSE,6420,15 AVENUE,65 STREET,64 STREET, ,N, , ,62,H, , ,985169,166526,CM,1,14
2014,62,BURGLARY,1142014,1145,1,O,P,2,24,6,V,Y,N,Y, ,N,240.2,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,M,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Q,N,N,N,N,BROOKLYN,N,62,62,N,N, , , ,N,N,12311900,35,5,6,175,BK,BR,M, ,L, , ,PVT HOUSE,6420,15 AVENUE,65 STREET,64 STREET, ,N, , ,62,H, , ,985169,166526,CM,1,14
2014,107,BURGLARY,1142014,1234,A,O,P,20,50,6,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,M,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,B,N,N,N,N,QUEENS,N,107,107,N,N,V,S, ,N,N,12311900,21,5,11,140,BK,BR,T, ,L, , ,PUBLIC SIDEWALK, , ,86 AVENUE,208 STREET, ,N, , ,107, , , , , ,CM,1,14
2014,120,CPW,1142014,1234,A,O,P,2,64,5,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,M,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,B,N,N,N,N,STATEN ISLAND,N,120,120,Y,N,V,S, ,N,N,12311900,34,6,3,200,BK,BR,M, ,L, , ,STREET, , ,TYSEN STREET,RICHMOND TERRACE, ,N, , ,120,H, , ,956578,174195,CM,1,20
2014,67,FEL,1142014,1250,1,O,P,1,92,5,R,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,B,N,N,N,N,BROOKLYN,N,67,67,N,N,V,S, ,Y,N,12311900,25,5,9,190,BK,BR,H, ,L, , , ,195,EAST 40 STREET,SNYDER AVENUE,CHURCH AVENUE, ,N, , ,67,G, , ,1000907,176412,CM,1,20
2014,104,GLA,1142014,1250,A,O,P,1,34,10,P,Y,Y,N,UNAUTHORIZED USE,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,M,N,N,N,N,Y,N,N,N,N,N,N,N,N,P,N,N,N,N,QUEENS,N,104,104,Y,N,V,S, ,N,N,12311900,33,5,8,170,BK,BL,M, ,L, , ,STREET, , ,CATALPA AVENUE,64 STREET, ,N, , ,104,D, , ,1013663,195927,CM,1,46
2014,101,FEL,1142014,1300,1,O,P,2,191,5,V,Y,N,N, ,Y, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,M,N,N,N,Y,N,N,N,N,N,Y,N,N,N,B,N,N,N,N,QUEENS,N,101,101,N,N, , , ,N,N,12311900,21,5,8,170,BK,BR,M, ,L, , ,SIDEWALK,57-17,SHORE FRONT PARKWAY,BEACH 59 STREET,BEACH 56 STREET, ,N, , ,101,G, , ,1043077,153945,CM,1,20
2014,62,BURGLARY,1142014,1315,1,O,P,10,28,24,P,Y,Y,N,140.1,Y, ,0,0,N, ,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,M,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,Q,N,N,N,N,BROOKLYN,Y,62,62,Y,N, ,S,SF,Y,N,12311900,20,6,0,200,BK,BR,H, ,L, , ,STREET, , ,15 AVENUE,82 STREET, ,N, , ,62,H, , ,982267,162858,CM,1,14
2014,67,FEL,1142014,1325,1,I,P,1,66,5,P,Y,Y,Y,140.25,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,N,N,BROOKLYN,N,67,67,Y,N, ,S, ,N,N,12311900,28,5,3,145,BK,BR,M, ,L, , ,PRIVATE HOUSE,132,EAST 93 STREET,WINTHROP STREET,RUTLAND ROAD, ,N, , ,67,N, , ,1004729,180381,CM,1,14
2014,67,FEL,1142014,1325,1,I,P,1,64,5,P,Y,Y,Y,140.25,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,N,N,BROOKLYN,N,67,67,Y,N, ,S, ,N,N,12311900,28,5,8,135,BK,BR,T, ,L, , ,PRIVATE HOUSE,132,EAST 93 STREET,WINTHROP STREET,RUTLAND ROAD, ,N, , ,67,N, , ,1004729,180381,CM,1,14
2014,67,FEL,1142014,1325,1,I,P,1,65,5,P,Y,Y,Y,140.25,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,N,N,BROOKLYN,N,67,67,Y,N, ,S, ,N,N,12311900,31,6,2,150,BK,BR,T, ,L, , ,PRIVATE HOUSE,132,EAST 93 STREET,WINTHROP STREET,RUTLAND ROAD, ,N, , ,67,N, , ,1004729,180381,CM,1,14
2014,79,CSM,1142014,1326,A,O,P,1,63,3,P,Y,N,N, ,Y, ,0,0,N, ,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,M,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,B,N,N,N,N,BROOKLYN,Y,79,79,Y,N,V,S, ,N,N,12311900,32,5,10,180,BK,BR,M, ,L, , ,SIDEWALK,1268,FULTON STREET,NOSTRAND AVENUE,BEDFORD AVENUE, ,N, , ,79,A,2,17,998103,187172,CM,1,27
2014,121,CPW,1142014,1335,1,I,H,2,33,5,V,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,M,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Q,N,N,N,N,STATEN ISLAND,N,121,121,Y,N, ,S, ,N,N,12311900,17,6,0,160,BR,BK,M, ,L, , ,2 FL,74,ROXBURY STREET,GRANDVIEW AVENUE,LOCKMAN AVENUE, ,N, , ,121,A, , ,938645,170101,CM,1,20
2014,49,FELONY,1142014,1405,A,O,P,1,32,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,M,N,N,N,N,N,N,N,N,N,N,N,N,N,B,N,N,N,N,BRONX,N,49,49,N,N, , , ,N,N,12311900,27,5,4,115,BK,BR,T, ,L, , ,STREET, , ,BARNES AVENUE,ARNOW AVENUE, ,N, , ,49,H,13, ,1022019,255478,CM,1,85
2014,94,FELONY,1142014,1415,1,O,P,1,11,2,P,Y,N,N, ,Y, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,M,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,W,N,N,N,N,BROOKLYN,N,94,94,N,Y,V,S, ,N,N,12311900,21,5,7,170,BR,BK,T, ,L, , ,SIDEWALK,177,NORTH 8 STREET,DRIGGS AVENUE,BEDFORD AVENUE, ,N, , ,94,H,5, ,996306,200870,CM,1,45
